lon,lat,475,975,2475,10000
-82.0,24.4,6.55000718e-03,1.26870346e-02,2.60746070e-02,6.52773811e-02
-81.8,24.4,6.73553729e-03,1.31696867e-02,2.72380497e-02,6.80490728e-02
-81.6,24.4,6.88739787e-03,1.36222852e-02,2.83500552e-02,7.08468893e-02
-81.4,24.4,7.00768002e-03,1.40250332e-02,2.93715770e-02,7.34680834e-02
-82.0,24.6,6.59361371e-03,1.24685541e-02,2.50703614e-02,6.20828495e-02
-81.8,24.6,6.72738136e-03,1.28259947e-02,2.59746630e-02,6.41263670e-02
-81.6,24.6,6.84702673e-03,1.31677236e-02,2.68446503e-02,6.61818084e-02
-81.4,24.6,6.94299254e-03,1.34674348e-02,2.75925968e-02,6.80498525e-02
-81.2,24.6,7.00039444e-03,1.36854795e-02,2.81622480e-02,6.94879068e-02
-81.0,24.6,7.00350979e-03,1.37789738e-02,2.84505394e-02,7.02291580e-02
-82.0,24.8,6.61067964e-03,1.22973736e-02,2.43425143e-02,5.97259801e-02
-81.8,24.8,6.72076691e-03,1.25905157e-02,2.50942426e-02,6.15142258e-02
-81.6,24.8,6.82053614e-03,1.28715666e-02,2.58539249e-02,6.34245723e-02
-81.4,24.8,6.89734763e-03,1.31122112e-02,2.65407128e-02,6.52655603e-02
-81.2,24.8,6.93780561e-03,1.32779011e-02,2.70120748e-02,6.66222633e-02
-81.0,24.8,6.92998910e-03,1.33348527e-02,2.72197450e-02,6.71942389e-02
-80.8,24.8,6.86856202e-03,1.32688938e-02,2.71408366e-02,6.70278586e-02
-80.6,24.8,6.75395410e-03,1.30740841e-02,2.67575214e-02,6.60982005e-02
-82.0,25.0,6.64405213e-03,1.22151143e-02,2.39260348e-02,5.82095858e-02
-81.8,25.0,6.73984421e-03,1.24765859e-02,2.46506912e-02,6.03136476e-02
-81.6,25.0,6.82525401e-03,1.27275212e-02,2.54146392e-02,6.29044768e-02
-81.4,25.0,6.89142859e-03,1.29447422e-02,2.61273834e-02,6.57468380e-02
-81.2,25.0,6.92822745e-03,1.30968050e-02,2.66500140e-02,6.78019508e-02
-81.0,25.0,6.93436553e-03,1.31660254e-02,2.68971273e-02,6.86218440e-02
-80.8,25.0,6.88502100e-03,1.31138589e-02,2.68421212e-02,6.85267111e-02
-80.6,25.0,6.77882754e-03,1.29356084e-02,2.64830296e-02,6.76479667e-02
-80.4,25.0,6.62091046e-03,1.26396267e-02,2.57932665e-02,6.59824818e-02
-80.2,25.0,6.41307051e-03,1.22316832e-02,2.47886849e-02,6.32563132e-02
-82.0,25.2,6.70412475e-03,1.22208101e-02,2.37802241e-02,5.75457474e-02
-81.8,25.2,6.78996778e-03,1.24693662e-02,2.45537410e-02,6.03384763e-02
-81.6,25.2,6.87070581e-03,1.27177901e-02,2.54126504e-02,6.42817506e-02
-81.4,25.2,6.93899553e-03,1.29424683e-02,2.62322675e-02,6.87263801e-02
-81.2,25.2,6.99433625e-03,1.31225644e-02,2.68550372e-02,7.16760304e-02
-81.0,25.2,7.00555654e-03,1.32025039e-02,2.71545831e-02,7.27704788e-02
-80.8,25.2,6.94245627e-03,1.31302870e-02,2.70697793e-02,7.26480572e-02
-80.6,25.2,6.82562749e-03,1.29382151e-02,2.66834576e-02,7.17192136e-02
-80.4,25.2,6.66069693e-03,1.26342460e-02,2.59767721e-02,6.99111521e-02
-80.2,25.2,6.45188960e-03,1.22262376e-02,2.49313145e-02,6.66864450e-02
-80.0,25.2,6.21580995e-03,1.17422965e-02,2.36133024e-02,6.13506298e-02
-82.0,25.4,6.81168107e-03,1.23393567e-02,2.39438298e-02,5.79235605e-02
-81.8,25.4,6.89053108e-03,1.25882895e-02,2.48110028e-02,6.17417180e-02
-81.6,25.4,6.97369975e-03,1.28512354e-02,2.57824247e-02,6.69091398e-02
-81.4,25.4,7.05270935e-03,1.30984100e-02,2.66873663e-02,7.17437648e-02
-81.2,25.4,7.09294884e-03,1.32606273e-02,2.72859526e-02,7.43617307e-02
-81.0,25.4,7.08058197e-03,1.33051612e-02,2.75224628e-02,7.52383713e-02
-80.8,25.4,7.00489367e-03,1.32147453e-02,2.74077254e-02,7.50616432e-02
-80.6,25.4,6.88092939e-03,1.30121870e-02,2.69995741e-02,7.41061186e-02
-80.4,25.4,6.71626400e-03,1.27087778e-02,2.62967271e-02,7.22906392e-02
-80.2,25.4,6.51247768e-03,1.23079834e-02,2.52482012e-02,6.90815730e-02
-80.0,25.4,6.28061179e-03,1.18342943e-02,2.38913575e-02,6.34212548e-02
-97.6,25.6,1.37350594e-02,2.38259180e-02,4.42225033e-02,9.85170677e-02
-97.4,25.6,1.25189369e-02,2.18052020e-02,4.11930304e-02,9.44286352e-02
-97.2,25.6,1.14596087e-02,2.01679385e-02,3.88848227e-02,9.30050246e-02
-97.0,25.6,1.04911755e-02,1.87690253e-02,3.70017447e-02,9.33216555e-02
-82.0,25.6,7.00115851e-03,1.26075209e-02,2.44434454e-02,5.94293787e-02
-81.8,25.6,7.06628462e-03,1.28525368e-02,2.53905584e-02,6.42878987e-02
-81.6,25.6,7.13842963e-03,1.31101238e-02,2.63877899e-02,6.97590842e-02
