lon,lat,475,975,2475,10000
-82.0,24.4,8.00411775e-01,1.65957873e+00,3.48860038e+00,8.13518679e+00
-81.8,24.4,8.15720192e-01,1.69339896e+00,3.54979011e+00,8.25705706e+00
-81.6,24.4,8.21936083e-01,1.70905333e+00,3.58255371e+00,8.33859132e+00
-81.4,24.4,8.26453451e-01,1.72248055e+00,3.61342178e+00,8.42109115e+00
-82.0,24.6,8.48961843e-01,1.75713824e+00,3.65408734e+00,8.42718448e+00
-81.8,24.6,8.54188431e-01,1.77097859e+00,3.68352528e+00,8.49866279e+00
-81.6,24.6,8.58207355e-01,1.78261916e+00,3.70929330e+00,8.56349905e+00
-81.4,24.6,8.60690189e-01,1.79146401e+00,3.73007816e+00,8.61717739e+00
-81.2,24.6,8.60221974e-01,1.79440721e+00,3.73986707e+00,8.64555655e+00
-81.0,24.6,8.56192556e-01,1.79029654e+00,3.73656197e+00,8.64307756e+00
-82.0,24.8,8.84277790e-01,1.82413585e+00,3.77875587e+00,8.67361990e+00
-81.8,24.8,8.87495090e-01,1.83325458e+00,3.80306339e+00,8.73570490e+00
-81.6,24.8,8.89510189e-01,1.83979528e+00,3.82056195e+00,8.78029635e+00
-81.4,24.8,8.89952901e-01,1.84384380e+00,3.83302608e+00,8.81421981e+00
-81.2,24.8,8.87815948e-01,1.84359559e+00,3.83671667e+00,8.82844813e+00
-81.0,24.8,8.82211195e-01,1.83734446e+00,3.82773946e+00,8.81299926e+00
-80.8,24.8,8.73312924e-01,1.82554564e+00,3.80729753e+00,8.77119551e+00
-80.6,24.8,8.60833974e-01,1.80723239e+00,3.77231451e+00,8.69406232e+00
-82.0,25.0,9.23616729e-01,1.89275027e+00,3.92070597e+00,8.96861073e+00
-81.8,25.0,9.24898926e-01,1.89828993e+00,3.93647380e+00,9.01017823e+00
-81.6,25.0,9.25274806e-01,1.90242794e+00,3.94907286e+00,9.04567535e+00
-81.4,25.0,9.24868264e-01,1.90648167e+00,3.96507627e+00,9.09859152e+00
-81.2,25.0,9.21394996e-01,1.90391098e+00,3.96342583e+00,9.10139989e+00
-81.0,25.0,9.13848891e-01,1.89228241e+00,3.93819250e+00,9.04158508e+00
-80.8,25.0,9.03302720e-01,1.87655824e+00,3.90701762e+00,8.97147756e+00
-80.6,25.0,8.90792077e-01,1.85886942e+00,3.87471695e+00,8.90356151e+00
-80.4,25.0,8.75742610e-01,1.83746317e+00,3.83592823e+00,8.82244735e+00
-80.2,25.0,8.57674085e-01,1.81129923e+00,3.78871357e+00,8.72443740e+00
-82.0,25.2,9.63701591e-01,1.96019589e+00,4.05434118e+00,9.22661225e+00
-81.8,25.2,9.63700478e-01,1.96393914e+00,4.06479585e+00,9.25714351e+00
-81.6,25.2,9.64397399e-01,1.97079150e+00,4.08485613e+00,9.32286259e+00
-81.4,25.2,9.62875394e-01,1.97439087e+00,4.10344560e+00,9.41058291e+00
-81.2,25.2,9.57617819e-01,1.96710747e+00,4.09024080e+00,9.38250487e+00
-81.0,25.2,9.49337712e-01,1.95459146e+00,4.06788434e+00,9.33172812e+00
-80.8,25.2,9.39404346e-01,1.94197001e+00,4.05030018e+00,9.29903867e+00
-80.6,25.2,9.26886186e-01,1.92577091e+00,4.02573152e+00,9.25634803e+00
-80.4,25.2,9.11112082e-01,1.90444875e+00,3.99003617e+00,9.19629582e+00
-80.2,25.2,8.92446316e-01,1.87818061e+00,3.94462159e+00,9.11642410e+00
-80.0,25.2,8.70110534e-01,1.84213695e+00,3.87050605e+00,8.94114127e+00
-82.0,25.4,1.00316841e+00,2.02249808e+00,4.15580168e+00,9.42109326e+00
-81.8,25.4,1.00341256e+00,2.02918348e+00,4.17604072e+00,9.48546488e+00
-81.6,25.4,1.00264589e+00,2.03494569e+00,4.19923040e+00,9.58377857e+00
-81.4,25.4,1.00005777e+00,2.03500735e+00,4.20530432e+00,9.61875128e+00
-81.2,25.4,9.94556508e-01,2.02878332e+00,4.19680294e+00,9.60643225e+00
-81.0,25.4,9.86117160e-01,2.01796852e+00,4.18127801e+00,9.57824854e+00
-80.8,25.4,9.75468067e-01,2.00530828e+00,4.16581129e+00,9.55483086e+00
-80.6,25.4,9.62264007e-01,1.98892514e+00,4.14463227e+00,9.51932636e+00
-80.4,25.4,9.46316344e-01,1.96796122e+00,4.11536225e+00,9.46470098e+00
-80.2,25.4,9.27358342e-01,1.94167339e+00,4.07664168e+00,9.38706722e+00
-80.0,25.4,9.04408261e-01,1.90561060e+00,4.01212506e+00,9.24804195e+00
-97.6,25.6,9.47575768e-01,1.72442584e+00,3.41818278e+00,8.28760237e+00
-97.4,25.6,9.07740843e-01,1.65490330e+00,3.29690990e+00,8.04341260e+00
