lon,lat,475,975,2475,10000
-82.0,24.4,5.94356799e-03,1.08010179e-02,2.04694450e-02,4.43873148e-02
-81.8,24.4,6.01131136e-03,1.09467996e-02,2.07423239e-02,4.50181885e-02
-81.6,24.4,6.02484603e-03,1.10014055e-02,2.08824521e-02,4.54484769e-02
-81.4,24.4,6.01874854e-03,1.10224344e-02,2.09678339e-02,4.57681857e-02
-82.0,24.6,6.25199781e-03,1.12971196e-02,2.11435895e-02,4.51878647e-02
-81.8,24.6,6.26297539e-03,1.13455263e-02,2.12658933e-02,4.55395325e-02
-81.6,24.6,6.26604985e-03,1.13808817e-02,2.13682855e-02,4.58570406e-02
-81.4,24.6,6.26065249e-03,1.14017040e-02,2.14461790e-02,4.61205872e-02
-81.2,24.6,6.24477354e-03,1.14037918e-02,2.14913137e-02,4.63057560e-02
-81.0,24.6,6.21542911e-03,1.13809790e-02,2.14910475e-02,4.63749003e-02
-82.0,24.8,6.48533712e-03,1.16724679e-02,2.16561651e-02,4.58189336e-02
-81.8,24.8,6.48615690e-03,1.17051525e-02,2.17532165e-02,4.61110140e-02
-81.6,24.8,6.49061859e-03,1.17448633e-02,2.18629188e-02,4.64358833e-02
-81.4,24.8,6.48775664e-03,1.17728198e-02,2.19548779e-02,4.67297443e-02
-81.2,24.8,6.47138246e-03,1.17765506e-02,2.20046987e-02,4.69236436e-02
-81.0,24.8,6.43942766e-03,1.17512860e-02,2.20019524e-02,4.69834798e-02
-80.8,24.8,6.39173645e-03,1.16964677e-02,2.19458772e-02,4.69107509e-02
-80.6,24.8,6.33395079e-03,1.16217185e-02,2.18518440e-02,4.67354747e-02
-82.0,25.0,6.72661120e-03,1.20639333e-02,2.21994767e-02,4.65500596e-02
-81.8,25.0,6.73291817e-03,1.21101785e-02,2.23228098e-02,4.69051743e-02
-81.6,25.0,6.74569992e-03,1.21723569e-02,2.24820969e-02,4.73767550e-02
-81.4,25.0,6.75446388e-03,1.22333511e-02,2.26557365e-02,4.79505125e-02
-81.2,25.0,6.75609886e-03,1.22770163e-02,2.27856045e-02,4.83627054e-02
-81.0,25.0,6.76068364e-03,1.23209998e-02,2.28997801e-02,4.86632109e-02
-80.8,25.0,6.73339781e-03,1.23077005e-02,2.29173055e-02,4.87454429e-02
-80.6,25.0,6.67573438e-03,1.22384095e-02,2.28387761e-02,4.86121438e-02
-80.4,25.0,6.59475704e-03,1.21251843e-02,2.26833496e-02,4.83005963e-02
-80.2,25.0,6.48335206e-03,1.19528054e-02,2.24227250e-02,4.77402987e-02
-82.0,25.2,7.00185774e-03,1.25177074e-02,2.28476196e-02,4.75186930e-02
-81.8,25.2,7.01446763e-03,1.25825759e-02,2.30119954e-02,4.79925055e-02
-81.6,25.2,7.04448617e-03,1.26790301e-02,2.32802731e-02,4.88251382e-02
-81.4,25.2,7.08365639e-03,1.27958125e-02,2.36268626e-02,5.00050125e-02
-81.2,25.2,7.13502455e-03,1.29182542e-02,2.39282722e-02,5.08064682e-02
-81.0,25.2,7.14864347e-03,1.29762259e-02,2.40891042e-02,5.12223686e-02
-80.8,25.2,7.09595569e-03,1.29281459e-02,2.40425078e-02,5.11841402e-02
-80.6,25.2,7.01557989e-03,1.28355866e-02,2.39076578e-02,5.09469698e-02
-80.4,25.2,6.91104984e-03,1.27040196e-02,2.36953920e-02,5.05326667e-02
-80.2,25.2,6.77875657e-03,1.25117713e-02,2.33781175e-02,4.98512438e-02
-80.0,25.2,6.63149713e-03,1.22577222e-02,2.29396762e-02,4.87231737e-02
-82.0,25.4,7.34246607e-03,1.30244529e-02,2.36883929e-02,4.88895838e-02
-81.8,25.4,7.35660863e-03,1.30953204e-02,2.39066626e-02,4.95659080e-02
-81.6,25.4,7.40722021e-03,1.32358287e-02,2.43044977e-02,5.08525766e-02
-81.4,25.4,7.47505670e-03,1.33972417e-02,2.47164965e-02,5.20347104e-02
-81.2,25.4,7.49887002e-03,1.34780079e-02,2.49367066e-02,5.26346905e-02
-81.0,25.4,7.47801160e-03,1.34842268e-02,2.50028936e-02,5.28579842e-02
-80.8,25.4,7.40446808e-03,1.34068403e-02,2.49059700e-02,5.27264057e-02
-80.6,25.4,7.30709252e-03,1.32909769e-02,2.47321826e-02,5.24212645e-02
-80.4,25.4,7.19421628e-03,1.31490590e-02,2.45039963e-02,5.19829012e-02
-80.2,25.4,7.05842672e-03,1.29666515e-02,2.41882553e-02,5.13186773e-02
-80.0,25.4,6.90294926e-03,1.27390766e-02,2.37515500e-02,5.02600973e-02
-97.6,25.6,7.98707137e-03,1.37130052e-02,2.54038481e-02,5.59320538e-02
-97.4,25.6,7.67719845e-03,1.32064107e-02,2.44253616e-02,5.39194673e-02
-97.2,25.6,7.41690697e-03,1.27828222e-02,2.36272102e-02,5.24097438e-02
-97.0,25.6,7.17482541e-03,1.23730248e-02,2.29181037e-02,5.12465009e-02
-82.0,25.6,7.81534026e-03,1.37229878e-02,2.49156248e-02,5.10387780e-02
-81.8,25.6,7.80621272e-03,1.37748104e-02,2.51412339e-02,5.19023794e-02
-81.6,25.6,7.83155423e-03,1.38838627e-02,2.54910380e-02,5.31128969e-02
-81.4,25.6,7.84410600e-03,1.39559931e-02,2.57135577e-02,5.37802593e-02
-81.2,25.6,7.81725538e-03,1.39584174e-02,2.57834179e-02,5.40459586e-02
-81.0,25.6,7.76542364e-03,1.39197198e-02,2.57685423e-02,5.41033352e-02
-80.8,25.6,7.68346293e-03,1.38324973e-02,2.56571360e-02,5.39466887e-02
-80.6,25.6,7.58214309e-03,1.37140501e-02,2.54832411e-02,5.36495118e-02
-80.4,25.6,7.46458718e-03,1.35685948e-02,2.52537571e-02,5.32215435e-02
