lon,lat,475,975,2475,10000
-82.0,24.4,8.40619823e-01,1.74188294e+00,3.62864907e+00,8.32806383e+00
-81.8,24.4,8.56485153e-01,1.77690633e+00,3.69048208e+00,8.44450545e+00
-81.6,24.4,8.62684182e-01,1.79243446e+00,3.72181401e+00,8.51708189e+00
-81.4,24.4,8.67097661e-01,1.80491514e+00,3.75133467e+00,8.59142325e+00
-82.0,24.6,8.92702570e-01,1.84123233e+00,3.80846681e+00,8.65258466e+00
-81.8,24.6,8.97942309e-01,1.85326181e+00,3.83723545e+00,8.71870232e+00
-81.6,24.6,9.01892755e-01,1.86323218e+00,3.86208905e+00,8.77774402e+00
-81.4,24.6,9.04231095e-01,1.87067224e+00,3.88189747e+00,8.82597332e+00
-81.2,24.6,9.03487322e-01,1.87281412e+00,3.89058160e+00,8.84965809e+00
-81.0,24.6,8.99051233e-01,1.86871246e+00,3.88628039e+00,8.84436156e+00
-82.0,24.8,9.30673448e-01,1.90736490e+00,3.94358210e+00,8.92297159e+00
-81.8,24.8,9.33807607e-01,1.91632895e+00,3.96724195e+00,8.98057153e+00
-81.6,24.8,9.35650632e-01,1.92251477e+00,3.98353499e+00,9.01911722e+00
-81.4,24.8,9.35835058e-01,1.92607907e+00,3.99455549e+00,9.04664980e+00
-81.2,24.8,9.33334921e-01,1.92526682e+00,3.99689743e+00,9.05591688e+00
-81.0,24.8,9.27243698e-01,1.91837897e+00,3.98679254e+00,9.03784098e+00
-80.8,24.8,9.17750226e-01,1.90588863e+00,3.96546818e+00,8.99567053e+00
-80.6,24.8,9.04554647e-01,1.88677921e+00,3.92968129e+00,8.92000471e+00
-82.0,25.0,9.72862004e-01,1.98080517e+00,4.08820082e+00,9.21975860e+00
-81.8,25.0,9.73912401e-01,1.98587766e+00,4.10047776e+00,9.24973737e+00
-81.6,25.0,9.73953722e-01,1.98922094e+00,4.10900651e+00,9.27059458e+00
-81.4,25.0,9.73179443e-01,1.99238362e+00,4.11974008e+00,9.30242329e+00
-81.2,25.0,9.69217036e-01,1.98884262e+00,4.11576772e+00,9.29514893e+00
-81.0,25.0,9.61042997e-01,1.97616786e+00,4.09201362e+00,9.23663253e+00
-80.8,25.0,9.49791321e-01,1.95948978e+00,4.06383558e+00,9.17402194e+00
-80.6,25.0,9.36556692e-01,1.94102272e+00,4.03474078e+00,9.11665162e+00
-80.4,25.0,9.20721879e-01,1.91889299e+00,3.99576298e+00,9.04418050e+00
-80.2,25.0,9.01786779e-01,1.89206724e+00,3.94905291e+00,8.95455357e+00
-82.0,25.2,1.01576880e+00,2.05274656e+00,4.21256239e+00,9.47337229e+00
