lon,lat,0.0025,0.00375,0.00562,0.00843,0.0126,0.019,0.0284,0.0427,0.064,0.096,0.144,0.216,0.324,0.486,0.729,1.09,1.64,2.46,3.69,5.54
-82.0,24.4,2.24717846e-03,1.55580601e-03,1.01641182e-03,6.17482980e-04,3.47302744e-04,1.75834091e-04,8.20455352e-05,,,,,,,,,,,,,
-81.8,24.4,2.27234076e-03,1.57747092e-03,1.03307148e-03,6.28971192e-04,3.54455462e-04,1.79792791e-04,8.40494710e-05,,,,,,,,,,,,,
-81.6,24.4,2.27085417e-03,1.57920249e-03,1.03603371e-03,6.31917175e-04,3.56791644e-04,1.81370693e-04,8.50031370e-05,,,,,,,,,,,,,
-81.4,24.4,2.26486773e-03,1.57777768e-03,1.03687461e-03,6.33521283e-04,3.58334909e-04,1.82523184e-04,8.57453398e-05,,,,,,,,,,,,,
-82.0,24.6,2.40964373e-03,1.67336631e-03,1.09650670e-03,6.67825449e-04,3.76192970e-04,1.90445949e-04,8.86273663e-05,,,,,,,,,,,,,
-81.8,24.6,2.40783299e-03,1.67524897e-03,1.09978335e-03,6.71055631e-04,3.78706328e-04,1.92094961e-04,8.95857569e-05,,,,,,,,,,,,,
-81.6,24.6,2.40283180e-03,1.67480345e-03,1.10144951e-03,6.73250576e-04,3.80607399e-04,1.93420907e-04,9.03900134e-05,,,,,,,,,,,,,
-81.4,24.6,2.39501965e-03,1.67237958e-03,1.10175502e-03,6.74549942e-04,3.81951419e-04,1.94428829e-04,9.10251884e-05,,,,,,,,,,,,,
-81.2,24.6,2.38267859e-03,1.66668588e-03,1.09978638e-03,6.74350764e-04,3.82366440e-04,1.94907937e-04,9.13784002e-05,,,,,,,,,,,,,
-81.0,24.6,2.36571123e-03,1.65766333e-03,1.09548551e-03,6.72586091e-04,3.81782492e-04,1.94795467e-04,9.14005398e-05,,,,,,,,,,,,,
-82.0,24.8,2.52832237e-03,1.75813282e-03,1.15439838e-03,7.04718967e-04,3.97825442e-04,2.01695856e-04,9.38621139e-05,,,,,,,,,,,,,
-81.8,24.8,2.52202608e-03,1.75714902e-03,1.15594993e-03,7.06979506e-04,3.99827724e-04,2.03097115e-04,9.47060120e-05,,,,,,,,,,,,,
-81.6,24.8,2.51413869e-03,1.75491060e-03,1.15656941e-03,7.08605229e-04,4.01439634e-04,2.04290074e-04,9.54542806e-05,,,,,,,,,,,,,
-81.4,24.8,2.50333243e-03,1.75055870e-03,1.15571370e-03,7.09261485e-04,4.02459977e-04,2.05158917e-04,9.60417816e-05,,,,,,,,,,,,,
-81.2,24.8,2.48824366e-03,1.74315558e-03,1.15274684e-03,7.08522180e-04,4.02605398e-04,2.05519422e-04,9.63498875e-05,,,,,,,,,,,,,
-81.0,24.8,2.46826530e-03,1.73223984e-03,1.14732292e-03,7.06133341e-04,4.01694347e-04,2.05248071e-04,9.62978541e-05,,,,,,,,,,,,,
-80.8,24.8,2.44422021e-03,1.71830413e-03,1.13972127e-03,7.02245726e-04,3.99806486e-04,2.04387191e-04,9.59100263e-05,,,,,,,,,,,,,
-80.6,24.8,2.41669688e-03,1.70166519e-03,1.13009612e-03,6.96924735e-04,3.96965057e-04,2.02942944e-04,9.51877553e-05,,,,,,,,,,,,,
-82.0,25.0,2.65135198e-03,1.84553305e-03,1.21411523e-03,7.42994348e-04,4.20497804e-04,2.13662718e-04,9.95455478e-05,,,,,,,,,,,,,
-81.8,25.0,2.64158023e-03,1.84240844e-03,1.21445114e-03,7.44637479e-04,4.22231003e-04,2.14978789e-04,1.00382954e-04,4.16619865e-05,,,,,,,,,,,,
-81.6,25.0,2.63073232e-03,1.83837293e-03,1.21409093e-03,7.45822641e-04,4.23719494e-04,2.16210688e-04,1.01228548e-04,4.21740886e-05,,,,,,,,,,,,
-81.4,25.0,2.61879235e-03,1.83368428e-03,1.21334268e-03,7.46796402e-04,4.25120324e-04,2.17439975e-04,1.02118553e-04,4.27488726e-05,,,,,,,,,,,,
-81.2,25.0,2.60275748e-03,1.82591431e-03,1.21034026e-03,7.46186843e-04,4.25455639e-04,2.17991464e-04,1.02590785e-04,4.30760402e-05,,,,,,,,,,,,
