lon,lat,475,975,2475,10000
-82.0,24.4,8.48749179e-01,1.75672829e+00,3.64791992e+00,8.32455944e+00
-81.8,24.4,8.64648590e-01,1.79174947e+00,3.70918547e+00,8.43764046e+00
-81.6,24.4,8.70765491e-01,1.80608810e+00,3.73953043e+00,8.50603741e+00
-81.4,24.4,8.75083747e-01,1.81732292e+00,3.76812187e+00,8.57648759e+00
-82.0,24.6,9.01620562e-01,1.85562444e+00,3.83105625e+00,8.65737000e+00
-81.8,24.6,9.06801087e-01,1.86747420e+00,3.85916821e+00,8.72068312e+00
-81.6,24.6,9.10675450e-01,1.87724011e+00,3.88332035e+00,8.77684603e+00
-81.4,24.6,9.12927424e-01,1.88447536e+00,3.90246982e+00,8.82246030e+00
-81.2,24.6,9.12083485e-01,1.88642023e+00,3.91059288e+00,8.84410750e+00
-81.0,24.6,9.07541425e-01,1.88216133e+00,3.90594755e+00,8.83781907e+00
-82.0,24.8,9.40191310e-01,1.92278140e+00,3.96852265e+00,8.93339138e+00
-81.8,24.8,9.43252885e-01,1.93156727e+00,3.99159793e+00,8.98858911e+00
-81.6,24.8,9.45003680e-01,1.93753023e+00,4.00718443e+00,9.02438191e+00
-81.4,24.8,9.45081829e-01,1.94085387e+00,4.01747552e+00,9.04917273e+00
-81.2,24.8,9.42467578e-01,1.93982658e+00,4.01924253e+00,9.05645752e+00
-81.0,24.8,9.36258754e-01,1.93277490e+00,4.00881863e+00,9.03760472e+00
-80.8,24.8,9.26647651e-01,1.92017302e+00,3.98742427e+00,8.99579494e+00
-80.6,24.8,9.13333030e-01,1.90099776e+00,3.95179470e+00,8.92157922e+00
-82.0,25.0,9.83002532e-01,1.99723052e+00,4.11132783e+00,9.23202962e+00
-81.8,25.0,9.83945266e-01,2.00204865e+00,4.12289362e+00,9.25928948e+00
-81.6,25.0,9.83848213e-01,2.00502534e+00,4.13036502e+00,9.27610863e+00
-81.4,25.0,9.82929662e-01,2.00777183e+00,4.13969846e+00,9.30183445e+00
-81.2,25.0,9.78817441e-01,2.00388095e+00,4.13476085e+00,9.29090868e+00
-81.0,25.0,9.70494502e-01,1.99095245e+00,4.11054613e+00,9.23128379e+00
-80.8,25.0,9.59102931e-01,1.97411123e+00,4.08224455e+00,9.16893018e+00
-80.6,25.0,9.45746856e-01,1.95557690e+00,4.05408777e+00,9.11298404e+00
-80.4,25.0,9.29799578e-01,1.93345183e+00,4.01792807e+00,9.04263042e+00
-80.2,25.0,9.10759347e-01,1.90671877e+00,3.97204443e+00,8.95721527e+00
-82.0,25.2,1.02650879e+00,2.07005943e+00,4.23681436e+00,9.48696462e+00
-81.8,25.2,1.02596317e+00,2.07255370e+00,4.24379307e+00,9.50352662e+00
-81.6,25.2,1.02606361e+00,2.07758801e+00,4.25723800e+00,9.53785951e+00
-81.4,25.2,1.02383863e+00,2.07903327e+00,4.26685210e+00,9.57367364e+00
-81.2,25.2,1.01772886e+00,2.06968260e+00,4.24797441e+00,9.52438520e+00
-81.0,25.2,1.00859913e+00,2.05572254e+00,4.22295672e+00,9.46678198e+00
-80.8,25.2,9.97881239e-01,2.04224145e+00,4.20468963e+00,9.43466096e+00
-80.6,25.2,9.84528336e-01,2.02533793e+00,4.18220742e+00,9.39651359e+00
-80.4,25.2,9.67818794e-01,2.00336353e+00,4.15217814e+00,9.34479492e+00
-80.2,25.2,9.48186592e-01,1.97672648e+00,4.11515498e+00,9.27994977e+00
-80.0,25.2,9.24777367e-01,1.94067622e+00,4.05671969e+00,9.15944568e+00
-82.0,25.4,1.06917119e+00,2.13676880e+00,4.34323682e+00,9.68450211e+00
-81.8,25.4,1.06873456e+00,2.14169658e+00,4.35793733e+00,9.72480728e+00
-81.6,25.4,1.06714030e+00,2.14488201e+00,4.37107983e+00,9.76888360e+00
-81.4,25.4,1.06366354e+00,2.14234017e+00,4.36830953e+00,9.76348802e+00
-81.2,25.4,1.05729746e+00,2.13434437e+00,4.35563188e+00,9.73662935e+00
-81.0,25.4,1.04801747e+00,2.12229859e+00,4.33812800e+00,9.70364941e+00
-80.8,25.4,1.03653489e+00,2.10879391e+00,4.32214486e+00,9.68130296e+00
-80.6,25.4,1.02244876e+00,2.09170374e+00,4.30123002e+00,9.65058457e+00
-80.4,25.4,1.00556110e+00,2.07012702e+00,4.27291485e+00,9.60442664e+00
-80.2,25.4,9.85629453e-01,2.04346695e+00,4.23636869e+00,9.54139872e+00
-80.0,25.4,9.61652631e-01,2.00755308e+00,4.18093111e+00,9.43329779e+00
-97.6,25.6,9.96891144e-01,1.79166333e+00,3.46251286e+00,8.01181424e+00
-97.4,25.6,9.56548515e-01,1.72336392e+00,3.35043935e+00,7.80569525e+00
-97.2,25.6,9.26671334e-01,1.67353826e+00,3.27095693e+00,7.67594128e+00
-97.0,25.6,9.06785845e-01,1.64182497e+00,3.22635344e+00,7.64309670e+00
-82.0,25.6,1.10744582e+00,2.18889707e+00,4.41232984e+00,9.77909382e+00
-81.8,25.6,1.10935755e+00,2.20234318e+00,4.45031751e+00,9.88644098e+00
-81.6,25.6,1.10875629e+00,2.21009502e+00,4.47673570e+00,9.96946404e+00
-81.4,25.6,1.10449947e+00,2.20811774e+00,4.47842626e+00,9.98052970e+00
-81.2,25.6,1.09735632e+00,2.20117529e+00,4.47226468e+00,9.97645628e+00
-81.0,25.6,1.08724159e+00,2.18959497e+00,4.45881679e+00,9.95789000e+00
-80.8,25.6,1.07498414e+00,2.17552735e+00,4.44295256e+00,9.93757333e+00
-80.6,25.6,1.06017106e+00,2.15768612e+00,4.42129504e+00,9.90614610e+00
-80.4,25.6,1.04274170e+00,2.13573781e+00,4.39298392e+00,9.86121655e+00
-80.2,25.6,1.02239992e+00,2.10886766e+00,4.35645279e+00,9.79898241e+00
-80.0,25.6,9.98320872e-01,2.07383740e+00,4.30398870e+00,9.69982725e+00
-98.2,25.8,1.23836682e+00,2.18714718e+00,4.17672535e+00,9.39565902e+00
-98.0,25.8,1.17552939e+00,2.07953886e+00,3.98562909e+00,9.00112518e+00
-97.8,25.8,1.11994395e+00,1.99220604e+00,3.82446031e+00,8.68832305e+00
