lon,lat,475,975,2475,10000
-82.0,24.4,6.23613392e-01,1.30115459e+00,2.75882701e+00,6.45374039e+00
-81.8,24.4,6.36129787e-01,1.32589151e+00,2.80407823e+00,6.54652481e+00
-81.6,24.4,6.41275301e-01,1.33751183e+00,2.82871957e+00,6.61005418e+00
-81.4,24.4,6.45034618e-01,1.34749771e+00,2.85192694e+00,6.67405746e+00
-82.0,24.6,6.63052113e-01,1.37116852e+00,2.87769760e+00,6.66286390e+00
-81.8,24.6,6.67389090e-01,1.38136132e+00,2.89962064e+00,6.71763315e+00
-81.6,24.6,6.70743573e-01,1.38996435e+00,2.91888932e+00,6.76755693e+00
-81.4,24.6,6.72837900e-01,1.39652204e+00,2.93449077e+00,6.80905826e+00
-81.2,24.6,6.72503781e-01,1.39877531e+00,2.94201039e+00,6.83151152e+00
-81.0,24.6,6.69228126e-01,1.39586511e+00,2.93984245e+00,6.83046118e+00
-82.0,24.8,6.91796391e-01,1.42168370e+00,2.96690861e+00,6.83912261e+00
-81.8,24.8,6.94500486e-01,1.42940974e+00,2.98499174e+00,6.88645179e+00
-81.6,24.8,6.96226422e-01,1.43501289e+00,2.99820368e+00,6.92126684e+00
-81.4,24.8,6.96663049e-01,1.43854321e+00,3.00776813e+00,6.94828823e+00
-81.2,24.8,6.94970562e-01,1.43846071e+00,3.01084189e+00,6.96026985e+00
-81.0,24.8,6.90408108e-01,1.43331692e+00,3.00452486e+00,6.94952614e+00
-80.8,24.8,6.83116053e-01,1.42348726e+00,2.98970104e+00,6.91856183e+00
-80.6,24.8,6.72857818e-01,1.40816562e+00,2.96415639e+00,6.86086008e+00
-82.0,25.0,7.23868456e-01,1.47824404e+00,3.06858303e+00,7.05078643e+00
-81.8,25.0,7.25015899e-01,1.48304333e+00,3.08056251e+00,7.08348488e+00
-81.6,25.0,7.25435665e-01,1.48674573e+00,3.09053168e+00,7.11319185e+00
-81.4,25.0,7.25205743e-01,1.49040571e+00,3.10321692e+00,7.15861920e+00
-81.2,25.0,7.22443561e-01,1.48847657e+00,3.10277685e+00,7.16457713e+00
-81.0,25.0,7.16305283e-01,1.47889612e+00,3.08485613e+00,7.12096165e+00
-80.8,25.0,7.07667406e-01,1.46581631e+00,3.06235052e+00,7.06963457e+00
-80.6,25.0,6.97383463e-01,1.45101201e+00,3.03876486e+00,7.01874319e+00
-80.4,25.0,6.84987118e-01,1.43303171e+00,3.01026317e+00,6.95719849e+00
-80.2,25.0,6.70087594e-01,1.41100231e+00,2.97538730e+00,6.88196041e+00
-82.0,25.2,7.56597758e-01,1.53400430e+00,3.16599492e+00,7.25053846e+00
-81.8,25.2,7.56740845e-01,1.53740740e+00,3.17557564e+00,7.27965938e+00
-81.6,25.2,7.57465194e-01,1.54354120e+00,3.19395332e+00,7.34288759e+00
-81.4,25.2,7.56341232e-01,1.54698381e+00,3.21165002e+00,7.42957436e+00
-81.2,25.2,7.52147854e-01,1.54123911e+00,3.20178101e+00,7.41156990e+00
-81.0,25.2,7.45423407e-01,1.53094857e+00,3.18352082e+00,7.37085664e+00
-80.8,25.2,7.37292700e-01,1.52043983e+00,3.16879077e+00,7.34329448e+00
-80.6,25.2,7.27003777e-01,1.50686655e+00,3.14957052e+00,7.30634089e+00
-80.4,25.2,7.14007742e-01,1.48894639e+00,3.12323501e+00,7.25388201e+00
-80.2,25.2,6.98600723e-01,1.46678599e+00,3.08948514e+00,7.18300909e+00
-80.0,25.2,6.80155060e-01,1.43629840e+00,3.03407729e+00,7.04189301e+00
-82.0,25.4,7.88893401e-01,1.58569316e+00,3.25049366e+00,7.41251797e+00
-81.8,25.4,7.89285810e-01,1.59169980e+00,3.26879154e+00,7.47263322e+00
-81.6,25.4,7.88837196e-01,1.59706003e+00,3.29056333e+00,7.56855397e+00
-81.4,25.4,7.86894119e-01,1.59762930e+00,3.29762797e+00,7.60792633e+00
-81.2,25.4,7.82520954e-01,1.59273428e+00,3.29138340e+00,7.60120506e+00
-81.0,25.4,7.75670215e-01,1.58384043e+00,3.27870576e+00,7.57873527e+00
-80.8,25.4,7.66954466e-01,1.57329899e+00,3.26572046e+00,7.55875711e+00
-80.6,25.4,7.56100293e-01,1.55957223e+00,3.24772068e+00,7.52771916e+00
