lon,lat,475,975,2475,10000
-82.0,24.4,6.22755278e-01,1.29942133e+00,2.75526947e+00,6.44545576e+00
-81.8,24.4,6.35250236e-01,1.32411496e+00,2.80044459e+00,6.53810310e+00
-81.6,24.4,6.40387046e-01,1.33571517e+00,2.82504530e+00,6.60154537e+00
-81.4,24.4,6.44140038e-01,1.34568386e+00,2.84821447e+00,6.66546051e+00
-82.0,24.6,6.62124698e-01,1.36930823e+00,2.87392778e+00,6.65420706e+00
-81.8,24.6,6.66454176e-01,1.37948304e+00,2.89581369e+00,6.70889582e+00
-81.6,24.6,6.69802858e-01,1.38807101e+00,2.91505004e+00,6.75874770e+00
-81.4,24.6,6.71893560e-01,1.39461736e+00,2.93062565e+00,6.80019029e+00
-81.2,24.6,6.71560075e-01,1.39686706e+00,2.93813358e+00,6.82261461e+00
-81.0,24.6,6.68290241e-01,1.39396258e+00,2.93597074e+00,6.82157074e+00
-82.0,24.8,6.90818176e-01,1.41972994e+00,2.96297514e+00,6.83014774e+00
-81.8,24.8,6.93517496e-01,1.42744230e+00,2.98102745e+00,6.87740569e+00
-81.6,24.8,6.95240344e-01,1.43303574e+00,2.99421758e+00,6.91217242e+00
-81.4,24.8,6.95676151e-01,1.43656018e+00,3.00376695e+00,6.93915917e+00
-81.2,24.8,6.93986594e-01,1.43647834e+00,3.00683692e+00,6.95112881e+00
-81.0,24.8,6.89432154e-01,1.43134432e+00,3.00053228e+00,6.94040675e+00
-80.8,24.8,6.82152972e-01,1.42153290e+00,2.98573553e+00,6.90949399e+00
-80.6,24.8,6.71912893e-01,1.40623949e+00,2.96023673e+00,6.85188496e+00
-82.0,25.0,7.22833541e-01,1.47618512e+00,3.06446193e+00,7.04143010e+00
-81.8,25.0,7.23978785e-01,1.48097610e+00,3.07642186e+00,7.07408403e+00
-81.6,25.0,7.24397676e-01,1.48467255e+00,3.08637669e+00,7.10376117e+00
-81.4,25.0,7.24168136e-01,1.48832701e+00,3.09904505e+00,7.14915169e+00
-81.2,25.0,7.21410714e-01,1.48640227e+00,3.09860968e+00,7.15512274e+00
-81.0,25.0,7.15283116e-01,1.47683987e+00,3.08072281e+00,7.11158802e+00
-80.8,25.0,7.06660437e-01,1.46378436e+00,3.05825832e+00,7.06034823e+00
-80.6,25.0,6.96394674e-01,1.44900739e+00,3.03471502e+00,7.00953809e+00
-80.4,25.0,6.84020297e-01,1.43106017e+00,3.00626395e+00,6.94808828e+00
-80.2,25.0,6.69147171e-01,1.40907110e+00,2.97144930e+00,6.87296218e+00
