lon,lat,475,975,2475,10000
-82.0,24.4,5.61433687e-03,1.09275984e-02,2.27432164e-02,5.94170176e-02
-81.8,24.4,5.76919615e-03,1.13837948e-02,2.38136579e-02,6.20900133e-02
-81.6,24.4,5.89611319e-03,1.18155379e-02,2.48778688e-02,6.47755749e-02
-81.4,24.4,5.99680020e-03,1.21653684e-02,2.58664235e-02,6.72915993e-02
-82.0,24.6,5.64818529e-03,1.07176570e-02,2.18551348e-02,5.61859421e-02
-81.8,24.6,5.75994306e-03,1.10530505e-02,2.26448289e-02,5.82207048e-02
-81.6,24.6,5.85982509e-03,1.13767997e-02,2.34284959e-02,6.02586450e-02
-81.4,24.6,5.94000508e-03,1.16634143e-02,2.41396927e-02,6.20482932e-02
-81.2,24.6,5.98825231e-03,1.18667509e-02,2.46860348e-02,6.34266464e-02
-81.0,24.6,5.99162408e-03,1.19494704e-02,2.49650668e-02,6.41376924e-02
-82.0,24.8,5.66059748e-03,1.05549161e-02,2.12100050e-02,5.38224393e-02
-81.8,24.8,5.75256222e-03,1.08285586e-02,2.18690356e-02,5.55853828e-02
-81.6,24.8,5.83585257e-03,1.10928651e-02,2.25357236e-02,5.74971236e-02
-81.4,24.8,5.90011451e-03,1.13206291e-02,2.31421028e-02,5.93646692e-02
-81.2,24.8,5.93430162e-03,1.14786884e-02,2.35905965e-02,6.06935698e-02
-81.0,24.8,5.92857309e-03,1.15344163e-02,2.37891757e-02,6.12451325e-02
-80.8,24.8,5.87854617e-03,1.14736260e-02,2.37153467e-02,6.10885083e-02
-80.6,24.8,5.78452464e-03,1.12905553e-02,2.33525908e-02,6.02038712e-02
-82.0,25.0,5.68676799e-03,1.04764370e-02,2.08395021e-02,5.23841345e-02
-81.8,25.0,5.76679466e-03,1.07202899e-02,2.14793026e-02,5.43869152e-02
-81.6,25.0,5.83826151e-03,1.09554091e-02,2.21584014e-02,5.70186745e-02
-81.4,25.0,5.89384596e-03,1.11596642e-02,2.27967447e-02,5.99168579e-02
-81.2,25.0,5.92504576e-03,1.13032543e-02,2.32745828e-02,6.19479705e-02
-81.0,25.0,5.93066554e-03,1.13694939e-02,2.35112892e-02,6.27630455e-02
-80.8,25.0,5.89035916e-03,1.13218902e-02,2.34621544e-02,6.26818079e-02
-80.6,25.0,5.80302469e-03,1.11558811e-02,2.31274881e-02,6.18411153e-02
-80.4,25.0,5.67288686e-03,1.08798287e-02,2.25198056e-02,6.02383472e-02
-80.2,25.0,5.50145572e-03,1.04999093e-02,2.16305187e-02,5.75158655e-02
-82.0,25.2,5.73527730e-03,1.04806291e-02,2.07090037e-02,5.17502850e-02
-81.8,25.2,5.80709995e-03,1.07128279e-02,2.13973212e-02,5.44365348e-02
-81.6,25.2,5.87486284e-03,1.09453929e-02,2.21713073e-02,5.84786107e-02
-81.4,25.2,5.93228088e-03,1.11558310e-02,2.29192268e-02,6.29406074e-02
-81.2,25.2,5.97868240e-03,1.13241859e-02,2.35013200e-02,6.59385391e-02
-81.0,25.2,5.98834428e-03,1.13994739e-02,2.37858505e-02,6.70457995e-02
-80.8,25.2,5.93657982e-03,1.13334840e-02,2.37091854e-02,6.69323700e-02
-80.6,25.2,5.84030645e-03,1.11559060e-02,2.33516653e-02,6.60297743e-02
-80.4,25.2,5.70417264e-03,1.08744907e-02,2.27161042e-02,6.42650891e-02
-80.2,25.2,5.53173444e-03,1.04968467e-02,2.17803576e-02,6.10722404e-02
-80.0,25.2,5.33676969e-03,1.00527344e-02,2.05971859e-02,5.57221840e-02
-82.0,25.4,5.82334319e-03,1.05901749e-02,2.08538269e-02,5.21098166e-02
-81.8,25.4,5.88955929e-03,1.08231673e-02,2.16320492e-02,5.59010705e-02
-81.6,25.4,5.95944373e-03,1.10688990e-02,2.25170253e-02,6.11484638e-02
-81.4,25.4,6.02573180e-03,1.12989453e-02,2.33531856e-02,6.60492421e-02
-81.2,25.4,6.05971458e-03,1.14500611e-02,2.39192634e-02,6.86980069e-02
-81.0,25.4,6.04996350e-03,1.14926116e-02,2.41437554e-02,6.95727845e-02
-80.8,25.4,5.98774024e-03,1.14102504e-02,2.40395983e-02,6.94009646e-02
-80.6,25.4,5.88541946e-03,1.12237530e-02,2.36626769e-02,6.84699419e-02
-80.4,25.4,5.74928052e-03,1.09438603e-02,2.30194758e-02,6.66985890e-02
-80.2,25.4,5.58075311e-03,1.05739887e-02,2.20770570e-02,6.35290134e-02
-80.0,25.4,5.38908570e-03,1.01353154e-02,2.08521049e-02,5.78386579e-02
-97.6,25.6,1.19056876e-02,2.07725156e-02,3.94615331e-02,9.16855637e-02
-97.4,25.6,1.07697704e-02,1.90187651e-02,3.65250105e-02,8.76740734e-02
-97.2,25.6,9.82164727e-03,1.75792008e-02,3.44064874e-02,8.64537898e-02
-97.0,25.6,9.00823661e-03,1.62794269e-02,3.27543386e-02,8.70572541e-02
-82.0,25.6,5.97921779e-03,1.08384076e-02,2.12983532e-02,5.35742258e-02
-81.8,25.6,6.03436491e-03,1.10678816e-02,2.21568290e-02,5.85192704e-02
-81.6,25.6,6.09526260e-03,1.13079305e-02,2.30696361e-02,6.40351947e-02
-81.4,25.6,6.14036757e-03,1.15048549e-02,2.38201261e-02,6.78549655e-02
-81.2,25.6,6.15061695e-03,1.16137711e-02,2.42643637e-02,6.96002463e-02
-81.0,25.6,6.12525321e-03,1.16279863e-02,2.44150934e-02,7.01578935e-02
-80.8,25.6,6.05859968e-03,1.15374006e-02,2.42905982e-02,6.99212300e-02
-80.6,25.6,5.95557524e-03,1.13508294e-02,2.39156103e-02,6.90092067e-02
-80.4,25.6,5.81943141e-03,1.10736678e-02,2.32876048e-02,6.73358543e-02
-80.2,25.6,5.65291764e-03,1.07097792e-02,2.23715985e-02,6.44307681e-02
-80.0,25.6,5.46430563e-03,1.02785078e-02,2.11717335e-02,5.92035427e-02
-98.2,25.8,1.63574903e-02,2.87644807e-02,5.43420238e-02,1.25773211e-01
-98.0,25.8,1.45434145e-02,2.55701274e-02,4.81455058e-02,1.11650480e-01
-97.8,25.8,1.30949601e-02,2.29341894e-02,4.35535394e-02,1.02446786e-01
-97.6,25.8,1.19121436e-02,2.08702661e-02,4.01110543e-02,9.65827172e-02
-97.4,25.8,1.08448808e-02,1.92163261e-02,3.73940209e-02,9.31513987e-02
-97.2,25.8,9.94725920e-03,1.78505454e-02,3.53553562e-02,9.17459133e-02
-97.0,25.8,9.16916190e-03,1.66076311e-02,3.36845979e-02,9.12699508e-02
-82.0,25.8,6.14764254e-03,1.11367617e-02,2.18968467e-02,5.60090498e-02
-81.8,25.8,6.19762442e-03,1.13680496e-02,2.28054952e-02,6.15879974e-02
-81.6,25.8,6.24019513e-03,1.15782714e-02,2.36351530e-02,6.61956402e-02
-81.4,25.8,6.26824186e-03,1.17422844e-02,2.42522319e-02,6.87418782e-02
-81.2,25.8,6.26622077e-03,1.18236535e-02,2.45923711e-02,6.98835179e-02
-81.0,25.8,6.23034808e-03,1.18177686e-02,2.46824674e-02,7.02098658e-02
-80.8,25.8,6.15929605e-03,1.17206146e-02,2.45367004e-02,6.99011242e-02
-80.6,25.8,6.05369320e-03,1.15313115e-02,2.41625184e-02,6.90025293e-02
-80.4,25.8,5.91601112e-03,1.12548703e-02,2.35532443e-02,6.74228284e-02
-80.2,25.8,5.74837340e-03,1.08941903e-02,2.26813501e-02,6.48305393e-02
-80.0,25.8,5.56074716e-03,1.04692763e-02,2.15363236e-02,6.02713381e-02
-98.8,26.0,2.23374643e-02,4.05662032e-02,7.88739342e-02,1.91396784e-01
-98.6,26.0,1.98371021e-02,3.53883992e-02,6.80252548e-02,1.61893479e-01
-98.4,26.0,1.77332433e-02,3.11931913e-02,5.96972676e-02,1.40894490e-01
-98.2,26.0,1.57602066e-02,2.77941739e-02,5.28051787e-02,1.25223233e-01
-98.0,26.0,1.41704970e-02,2.49589233e-02,4.75194259e-02,1.13556904e-01
-97.8,26.0,1.28724697e-02,2.26189124e-02,4.34280445e-02,1.05081104e-01
-97.6,26.0,1.17880961e-02,2.07347001e-02,4.02416953e-02,9.91258112e-02
-97.4,26.0,1.07943101e-02,1.91951809e-02,3.76710475e-02,9.52216449e-02
-97.2,26.0,9.95600046e-03,1.79025968e-02,3.56522368e-02,9.30409858e-02
-97.0,26.0,9.22446122e-03,1.67191353e-02,3.39253689e-02,9.13548246e-02
-82.0,26.0,6.32195464e-03,1.14650417e-02,2.25923603e-02,5.91182644e-02
-81.8,26.0,6.37273692e-03,1.17010972e-02,2.34981922e-02,6.43713716e-02
-81.6,26.0,6.40917165e-03,1.18905000e-02,2.42263178e-02,6.76653968e-02
-81.4,26.0,6.42677305e-03,1.20205943e-02,2.47247300e-02,6.93866749e-02
-81.2,26.0,6.41642649e-03,1.20792472e-02,2.49847962e-02,7.01662038e-02
