lon,lat,475,975,2475,10000
-82.0,24.4,5.59485844e-03,1.08869537e-02,2.26607084e-02,5.92000023e-02
-81.8,24.4,5.74903028e-03,1.13409479e-02,2.37265155e-02,6.18734779e-02
-81.6,24.4,5.87537334e-03,1.17722113e-02,2.47859703e-02,6.45490110e-02
-81.4,24.4,5.97559779e-03,1.21233422e-02,2.57699754e-02,6.70554390e-02
-82.0,24.6,5.62855932e-03,1.06780091e-02,2.17763621e-02,5.59823049e-02
-81.8,24.6,5.73982688e-03,1.10118023e-02,2.25627398e-02,5.80085529e-02
-81.6,24.6,5.83926210e-03,1.13339731e-02,2.33430297e-02,6.00490011e-02
-81.4,24.6,5.91907853e-03,1.16191598e-02,2.40510868e-02,6.18321191e-02
-81.2,24.6,5.96710619e-03,1.18259196e-02,2.45949631e-02,6.32053718e-02
-81.0,24.6,5.97046684e-03,1.19083320e-02,2.48726982e-02,6.39137903e-02
-82.0,24.8,5.64091433e-03,1.05160266e-02,2.11338729e-02,5.36283080e-02
-81.8,24.8,5.73247677e-03,1.07883866e-02,2.17901973e-02,5.53840044e-02
-81.6,24.8,5.81539575e-03,1.10514422e-02,2.24540958e-02,5.72877437e-02
-81.4,24.8,5.87936861e-03,1.12781177e-02,2.30579057e-02,5.91473977e-02
-81.2,24.8,5.91340306e-03,1.14354081e-02,2.35044698e-02,6.04827153e-02
-81.0,24.8,5.90770657e-03,1.14908463e-02,2.37021664e-02,6.10323544e-02
-80.8,24.8,5.85791776e-03,1.14303270e-02,2.36286338e-02,6.08764393e-02
-80.6,24.8,5.76433863e-03,1.12481193e-02,2.32674333e-02,5.99952389e-02
-82.0,25.0,5.66695902e-03,1.04379153e-02,2.07648622e-02,5.21956579e-02
-81.8,25.0,5.74663140e-03,1.06806551e-02,2.14020629e-02,5.41903425e-02
-81.6,25.0,5.81777734e-03,1.09147104e-02,2.20783982e-02,5.68116695e-02
-81.4,25.0,5.87311122e-03,1.11180462e-02,2.27141863e-02,5.97074367e-02
-81.2,25.0,5.90417100e-03,1.12609875e-02,2.31901092e-02,6.17310254e-02
-81.0,25.0,5.90976773e-03,1.13269188e-02,2.34258346e-02,6.25433129e-02
-80.8,25.0,5.86965047e-03,1.12795261e-02,2.33768880e-02,6.24624860e-02
-80.6,25.0,5.78272220e-03,1.11142752e-02,2.30435967e-02,6.16249316e-02
-80.4,25.0,5.65318683e-03,1.08394845e-02,2.24384028e-02,6.00279824e-02
-80.2,25.0,5.48254643e-03,1.04612859e-02,2.15527067e-02,5.73080308e-02
-82.0,25.2,5.71523712e-03,1.04420987e-02,2.06348769e-02,5.15642734e-02
-81.8,25.2,5.78673627e-03,1.06732698e-02,2.13204089e-02,5.42398949e-02
-81.6,25.2,5.85419166e-03,1.09048314e-02,2.20913437e-02,5.82673705e-02
-81.4,25.2,5.91134843e-03,1.11143744e-02,2.28364406e-02,6.27179996e-02
-81.2,25.2,5.95753896e-03,1.12820071e-02,2.34163327e-02,6.57056491e-02
-81.0,25.2,5.96715830e-03,1.13569640e-02,2.36997387e-02,6.68092526e-02
-80.8,25.2,5.91563265e-03,1.12912647e-02,2.36233632e-02,6.66962935e-02
-80.6,25.2,5.81980113e-03,1.11144777e-02,2.32672526e-02,6.57968795e-02
-80.4,25.2,5.68429143e-03,1.08343125e-02,2.26341833e-02,6.40382570e-02
-80.2,25.2,5.51264443e-03,1.04583290e-02,2.17020419e-02,6.08559477e-02
-80.0,25.2,5.31857722e-03,1.00161602e-02,2.05234220e-02,5.55231463e-02
-82.0,25.4,5.80289203e-03,1.05511633e-02,2.07791043e-02,5.19224032e-02
-81.8,25.4,5.86880607e-03,1.07831566e-02,2.15542131e-02,5.56993816e-02
-81.6,25.4,5.93837120e-03,1.10278629e-02,2.24358167e-02,6.09326593e-02
-81.4,25.4,6.00435772e-03,1.12569559e-02,2.32688923e-02,6.58159619e-02
-81.2,25.4,6.03818688e-03,1.14074394e-02,2.38328369e-02,6.84557211e-02
-81.0,25.4,6.02848105e-03,1.14498073e-02,2.40564365e-02,6.93274888e-02
-80.8,25.4,5.96654108e-03,1.13678050e-02,2.39526651e-02,6.91563273e-02
-80.6,25.4,5.86468566e-03,1.11821258e-02,2.35772082e-02,6.82286554e-02
-80.4,25.4,5.72916646e-03,1.09034565e-02,2.29364951e-02,6.64635607e-02
-80.2,25.4,5.56140935e-03,1.05351852e-02,2.19976516e-02,6.33047725e-02
-80.0,25.4,5.37062470e-03,1.00983998e-02,2.07773179e-02,5.76328965e-02
-97.6,25.6,1.18647793e-02,2.06983786e-02,3.93149022e-02,9.13680399e-02
-97.4,25.6,1.07298246e-02,1.89519271e-02,3.63915279e-02,8.73587701e-02
-97.2,25.6,9.78605630e-03,1.75135698e-02,3.42821584e-02,8.61453484e-02
-97.0,25.6,8.97612092e-03,1.62197247e-02,3.26367670e-02,8.67491055e-02
-82.0,25.6,5.95805068e-03,1.07982899e-02,2.12218445e-02,5.33813429e-02
-81.8,25.6,6.01294532e-03,1.10268100e-02,2.20769849e-02,5.83092017e-02
-81.6,25.6,6.07356568e-03,1.12658744e-02,2.29864010e-02,6.38086120e-02
-81.4,25.6,6.11846652e-03,1.14619864e-02,2.37340942e-02,6.76154869e-02
-81.2,25.6,6.12867001e-03,1.15704427e-02,2.41765968e-02,6.93547524e-02
-81.0,25.6,6.10342166e-03,1.15845910e-02,2.43266970e-02,6.99104527e-02
-80.8,25.6,6.03707043e-03,1.14943975e-02,2.42026663e-02,6.96746669e-02
-80.6,25.6,5.93451338e-03,1.13086438e-02,2.38291453e-02,6.87659419e-02
-80.4,25.6,5.79898820e-03,1.10326943e-02,2.32035882e-02,6.70985490e-02
-80.2,25.6,5.63323483e-03,1.06703807e-02,2.22910848e-02,6.42034678e-02
-80.0,25.6,5.44549202e-03,1.02409622e-02,2.10957385e-02,5.89932035e-02
-98.2,25.8,1.62963785e-02,2.86639207e-02,5.41441763e-02,1.25327696e-01
-98.0,25.8,1.44908875e-02,2.54744950e-02,4.79737767e-02,1.11258895e-01
-97.8,25.8,1.30489137e-02,2.28506295e-02,4.34003029e-02,1.02089222e-01
-97.6,25.8,1.18710636e-02,2.07956751e-02,3.99708242e-02,9.62453686e-02
-97.4,25.8,1.08046786e-02,1.91485060e-02,3.72574992e-02,9.28252962e-02
-97.2,25.8,9.91113965e-03,1.77879503e-02,3.52274878e-02,9.14248488e-02
-97.0,25.8,9.13634468e-03,1.65466661e-02,3.35634660e-02,9.09508256e-02
-82.0,25.8,6.12570469e-03,1.10953060e-02,2.18179993e-02,5.58078810e-02
-81.8,25.8,6.17545912e-03,1.13256481e-02,2.27232319e-02,6.13694719e-02
-81.6,25.8,6.21783766e-03,1.15350076e-02,2.35498176e-02,6.59615922e-02
-81.4,25.8,6.24575804e-03,1.16983256e-02,2.41645143e-02,6.84992263e-02
-81.2,25.8,6.24374655e-03,1.17809449e-02,2.45032669e-02,6.96368941e-02
-81.0,25.8,6.20803686e-03,1.17746858e-02,2.45929570e-02,6.99621031e-02
-80.8,25.8,6.13730789e-03,1.16767206e-02,2.44477421e-02,6.96544907e-02
-80.6,25.8,6.03218578e-03,1.14882536e-02,2.40750395e-02,6.87591332e-02
-80.4,25.8,5.89513139e-03,1.12130350e-02,2.34681695e-02,6.71850481e-02
-80.2,25.8,5.72826076e-03,1.08539367e-02,2.25996539e-02,6.46017168e-02
-80.0,25.8,5.54150049e-03,1.04308646e-02,2.14589683e-02,6.00574898e-02
-98.8,26.0,2.22564490e-02,4.04266096e-02,7.85919475e-02,1.90739626e-01
-98.6,26.0,1.97674087e-02,3.52590273e-02,6.77868250e-02,1.61340068e-01
-98.4,26.0,1.76694307e-02,3.10822375e-02,5.94769268e-02,1.40412364e-01
-98.2,26.0,1.57020343e-02,2.76974380e-02,5.26143667e-02,1.24782865e-01
-98.0,26.0,1.41196708e-02,2.48663632e-02,4.73502736e-02,1.13159583e-01
-97.8,26.0,1.28273185e-02,2.25368299e-02,4.32749351e-02,1.04714101e-01
-97.6,26.0,1.17434595e-02,2.06606415e-02,4.01005717e-02,9.87796755e-02
-97.4,26.0,1.07544023e-02,1.91273474e-02,3.75335824e-02,9.48891651e-02
-97.2,26.0,9.91985517e-03,1.78397214e-02,3.55231916e-02,9.27162916e-02
-97.0,26.0,9.19140245e-03,1.66577125e-02,3.38032431e-02,9.10360574e-02
-82.0,26.0,6.29921702e-03,1.14221004e-02,2.25108728e-02,5.89075670e-02
-81.8,26.0,6.34977036e-03,1.16571801e-02,2.34133512e-02,6.41431190e-02
-81.6,26.0,6.38604117e-03,1.18488081e-02,2.41387051e-02,6.74262587e-02
-81.4,26.0,6.40356312e-03,1.19783978e-02,2.46351131e-02,6.91416522e-02
-81.2,26.0,6.39326342e-03,1.20368494e-02,2.48940761e-02,6.99184615e-02
-81.0,26.0,6.35053020e-03,1.20173625e-02,2.49364917e-02,7.00745076e-02
-80.8,26.0,6.27457798e-03,1.19173830e-02,2.47675569e-02,6.96959701e-02
-80.6,26.0,6.16476270e-03,1.17308935e-02,2.43882272e-02,6.87943811e-02
-80.4,26.0,6.02215319e-03,1.14494812e-02,2.37903313e-02,6.72896556e-02
-80.2,26.0,5.85058969e-03,1.10873884e-02,2.29527284e-02,6.49229918e-02
-80.0,26.0,5.65910686e-03,1.06634241e-02,2.18708226e-02,6.10321129e-02
-99.2,26.2,2.44597289e-02,4.37523085e-02,8.49333837e-02,2.06591824e-01
-99.0,26.2,2.20435707e-02,3.97066392e-02,7.67416207e-02,1.86506725e-01
-98.8,26.2,2.00253864e-02,3.57333040e-02,6.88989857e-02,1.66077295e-01
-98.6,26.2,1.83003187e-02,3.22743759e-02,6.19626744e-02,1.47922532e-01
-98.4,26.2,1.65730571e-02,2.91649473e-02,5.56954740e-02,1.32916967e-01
-98.2,26.2,1.49630738e-02,2.64215228e-02,5.02921027e-02,1.20502965e-01
-98.0,26.2,1.36108792e-02,2.39534912e-02,4.58969093e-02,1.10810871e-01
-97.8,26.2,1.24811502e-02,2.19384078e-02,4.23592902e-02,1.03395691e-01
-97.6,26.2,1.14936766e-02,2.02710163e-02,3.94924363e-02,9.78546550e-02
-97.4,26.2,1.06016253e-02,1.88724894e-02,3.70894295e-02,9.39141277e-02
-97.2,26.2,9.83449674e-03,1.76676804e-02,3.51216308e-02,9.12180952e-02
